WIN_20180925_17_08_43_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_18_28_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_18_56_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_19_51_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_20_14_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_21_28_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_22_55_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_24_49_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_26_25_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_26_51_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_27_40_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_29_52_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_33_08_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_35_39_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_37_08_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_37_30_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_39_25_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_40_41_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_43_32_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_43_57_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_46_20_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_46_39_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_46_49_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_48_24_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_49_07_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_49_29_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_50_44_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_51_26_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_51_49_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_52_20_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_52_58_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_54_25_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_55_12_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_55_57_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_17_57_36_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_18_01_57_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_18_02_17_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_18_06_22_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_18_07_19_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180925_18_07_47_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_44_06_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_44_37_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_45_15_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_46_40_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_48_34_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_49_15_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_49_52_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_50_21_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_51_55_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_52_38_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_54_30_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_54_48_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_55_41_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_57_26_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_57_34_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_58_12_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_16_59_06_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_00_32_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_03_21_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_05_08_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_05_27_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_06_12_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_06_24_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_07_09_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_10_21_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_11_11_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_11_41_Pro_Left_Swipe_new;Left_Swipe_new;0
WIN_20180926_17_12_37_Pro_Left_Swipe_new;Left_Swipe_new;0
